review,sentiment
"There are spoilers but trust me, I'm doing you a favor.<br /><br />My friends and I like to watch crappy movies every so often. Inspired by Mystery Science Theater and our knack for on the spot jokes; We set out to find movies worth watching that are in fact...not worth watching. However trouble comes into paradise when these movies can only be found if you buy them. And I am a firm believer in not giving one cent to such a group of talentless scumbags. So, as another reviewer has said, films like this are a reason why downloading movies for free should be legalized. I prefer the idea of; instead of straight to VIDEO you have straight to INTERNET. That way the ass-bags who made this travesty won't ever turn a profit. Which unfortunately you know they do. They hire a bunch of actors who can't act, special effects from a high school classroom, rubber snakes you can get at the dollar store, constant vomiting of green jell-o, and the two main characters who seem to switch between being border jumping Mexicans who only speak Spanish, to Arabs to being 100% fluent in English, random nudity, a guy being shot like 10 times including one to the side of the head and living and the most retarded ending in the history of film, book, cave drawings and hustler magazine. The fact that I actually predicted that the jell-o puking snake girl would actually TRANSFORM into a snake about half way through terrifies me...<br /><br />Anyways, the movie is great to make fun of, but you have to make sure there's at least 4 of you and you're all spitting out jokes in rapid fire, because if there's even 1 second of watching this movie where you're not laughing your ass off, you will feel physically ill. I kid you not. My friends and I were eating chicken wings and now I can't even look at such a thing anymore without being reminded of this piece of Sh!t.<br /><br />This film is one above Alien Vs. Hunter which is by far the second worst movie ever made. And I've seen lots of bad movies. Incidentally, it's the same production company as this film and that bald guy is in both as well. just thought you might like to know that little fun fact. -100 out 0f 10.",negative
"I love sci-fi and am willing to put up with a lot. Sci-fi movies/TV are usually underfunded, under-appreciated and misunderstood. I tried to like this, I really did, but it is to good TV sci-fi as Babylon 5 is to Star Trek (the original). Silly prosthetics, cheap cardboard sets, stilted dialogues, CG that doesn't match the background, and painfully one-dimensional characters cannot be overcome with a 'sci-fi' setting. (I'm sure there are those of you out there who think Babylon 5 is good sci-fi TV. It's not. It's clichéd and uninspiring.) While US viewers might like emotion and character development, sci-fi is a genre that does not take itself seriously (cf. Star Trek). It may treat important issues, yet not as a serious philosophy. It's really difficult to care about the characters here as they are not simply foolish, just missing a spark of life. Their actions and reactions are wooden and predictable, often painful to watch. The makers of Earth KNOW it's rubbish as they have to always say ""Gene Roddenberry's Earth..."" otherwise people would not continue watching. Roddenberry's ashes must be turning in their orbit as this dull, cheap, poorly edited (watching it without advert breaks really brings this home) trudging Trabant of a show lumbers into space. Spoiler. So, kill off a main character. And then bring him back as another actor. Jeeez! Dallas all over again.",negative
"The best martial arts movie ever made. This one movie is better than anything Bruce Lee ever did. A classic with a thoroughly entertaining and brutal climax. Jackie Chan is the king of martial arts movies and the true king of kung fu.It's a great pity that whilst Bruce Lee had been so overrated, it took Jackie Chan an eternity to become popular in Europe and America. Jackie rules!!!!",positive
"One of the best! As being a fan of the civil war, I was very pleased with the first installment of the North and South trilogy. Patrick Swayze gives and extraordinary performance, as well as James Reed and Leslie Ann Down. In watching this fabulous story unfold into a time never forgotten, the subjects of love, passion, grief, shame, harmony, and cruelty come to life. I was first introduced to this series when I was in the eighth grade. Being a young boy, you would think that I wouldn't have been interested in this civil war soap. To be honest, this story stole the hearts of every one in my class, and this is just the first book. I bought the novel and studied the likes and differences and it was awesome. I am 17 now and still enjoy the story, characters, subject, and remember the times of the civil war. As a movie director of the future, I will always enjoy North and South: Book One.",positive
"I like this movie because it is a fine work of cinema, made by people who care enough to make it art and not just home movies. It is filled with Super-surfer Greg Noll's home movies, and a boatload of amateur video from others who align themselves with his 50-year passion. Nevertheless, it has been expanded to the degree that it approaches aesthetic glory. It is filled with artistic talent, and athletic talent, however trivial you might think surfing to be athletic. Surfers are not astronauts nor test-pilots. Nor are they surgeons(perhaps) or Ph.d's(again, perhaps). It believes in the quest of the surfer. It believes in the beauty of human goofiness. It believes in the great gift of peace, which comes from the cessation of war. Surfers celebrate the cessation of war on the north beach of an Hawaiian island attacked by Japanese zeroes fifteen years before. It celebrates the down-time of a country which fought a cold war-instead of a hot-war - with the Russian socialists. Surfing is the ultimate narcissism. It is dangerous, but only slightly historical. I suspect Alexander the Great would not be celebrated for his surfing technique. He had to go out and conquer a few dozen countries to get the favorable press he has received. This movie has no military heroes. It has no guns. The only beach-head surfers conquer has a beer-stand and and a surfboard shop. This is not a problem. Peace is not desperate. It is the joy of exhalation.",positive
"Wow! That James Purefoy looks exactly like Thomas Jane!<br /><br />That's the most profound thought I took with me after having seen the rather underwhelming George And The Dragon. For a fantasy comedy, the story was very dull and the effects unspectacular.<br /><br />The problem wasn't the acting. James Purefoy makes a good knight, and his various side-kicks are not bad characters. I even thought Patrick Swayze in this role was a pretty good idea, too. Flat-chested Piper Perabo also had some nice potential. I even liked the kid.<br /><br />But the story and everything that happens, and the *way* it happens, was just ""eh"". Not interesting. Compared to another recent fantasy comedy, Ella Enchanted, which was actually funny, this movie comes up terribly short. I'm sorry for the decent actors who were in this yawn-inducing trudgery.<br /><br />4 out of 10.",negative
"Whenever I see a video like this, I have to ask myself how it was financed. HBO or Showtime or whatever must pay for the production company to go through the motions -- to hire someone who may or may not actually speak English to get high and hammer out something approaching a plot, to pay strippers with terrifying boob jobs to bounce up and down on grossly waxed dudes' torsos, to find people to design and light sets, to purchase the rights to cheesy techno music, etc. But I have to imagine this has to be a vanity project for whoever's serving as executive producer... He had to have nailed all of those girls, right? And bro's not wrong about the ""Spanish looking"" girl, but to call the cops ""stunning"" is awfully generous. In fact, I'd go so far as to call them something much closer to ""hideous,"" or ""fugly."" Watching these women writhe around -- sometimes *clearly* high on pain killers -- was so far from erotic that my testicles actually ascended inside of my body. Gross.<br /><br />Why waste time with this when there's so much freely available hardcore porn on the internet? I wonder whether the popularization of internet video will slowly kill the softcore video industry... One can only hope, right?",negative
"This is an incredible piece of drama and powerful which hits you. I found the film was great and getting to grips with the two main characters disability, this was represented in a great performance by both two Michael and Rory. Whether the story is based around a true story I feel the story was trying to giving the audience a message that as a whole the general public should respect and feel for the needs of disabled people and that they should be given the same chance as any other human. On the whole this film reach into my soul and I too felt touched by the actors and the director sending out there creativity. The whole picture is that some actors take it beyond their character the play and only show part of the character that is believable to the audience, but I feel that theses two certainly made great use as their gifted talent to portray a masterpiece piece of drama. Certainly one not to be missed!",positive
"Put quite simply, this film is terrifying.<br /><br />It starts off simply, looking like a study of a rebellious young girl and goes on to become a beautifully crafted horror film.<br /><br />Don't expect gore, or zombies. This is psychological, and just as he would also do in Candyman, Bernard Rose manages to convey the horror that is not being believed.<br /><br />Each time you watch this film, you realise more about what's happening, and about how the two worlds in this film interconnect.<br /><br />Drawings have never been scarier.",positive
"What is contained on this disk is a first rate show by a first rate band. This disc is NOT for the faint of heart...the music is incredibly intense, and VERY cool. What you will learn when you watch this movie is just why the Who was so huge for so long. It is true that their records were great, but their shows were the top of the heap. In 1969 when this concert was shot, the screaming teenie boppers that threw jelly beans at the Beatles were gone and bands (and audiences) had settled down to long and often amazing displays of musical virtuosity--something that few audiences have the intellectual curiosity to pursue in the age of canned music by Britney and Christina. What you especially learn here are the amazing things that can happen when gifted musicians are encouraged to improvise. Try the concert out, it really is amazing.",positive
"This review owes its existence entirely to a review. We take a weekly TV magazine to see what is coming up, and duly decide what we will watch. Obligingly, there are brief reviews of most of the films scheduled to be shown on the five major terrestrial channels. In addition to the prose, each film is allocated a 1-5 star rating. 5 means Don't Miss (superior to 4 for Excellent!), down to 1 standing for Poor. We have learned from vast experience that, with few exceptions, stars are awarded for gross taste, foul language, offensive content, promiscuity, horror, blood & guts, and especially killing off the hero/heroine just when everyone was about to live happily ever after. (If that isn't done, the movie is denigrated as being 'predictable' - the worst insult imaginable!)<br /><br />Brave New Girl was given only 1 star, thereby suggesting it was a candidate worthy of our time and attention. This was confirmed by the reviewer's description of the movie as being a ""truly awful tale"", and, ""Stupid, just stupid"". We watched it, and my wife and I were glad we did so. The TV magazine reviewer further stated that the movie was ""not a reworking of War and Peace"", with which we have to agree. Reading through the IMDb reviews for this title a day or two later, the urge to pick up my pen (so to speak) to add my halfpennyworth (pronounced harf'pen'uth (emphasis on the first syllable) for the uninitiated) became overwhelming.<br /><br />Why did we take to this movie? Well, it's just a matter of taste. We like attractive characters, believable relationships between them, interesting situations, courtesy and respect, good triumphing over evil, and so on. We liked the integrity and personalities of Holly (Lindsey Haun), her Mum (Virginia Madsen), Ditz (Barbara Mamabolo), Grant (Nick Roth), Zoe (Joanne Boland) and the two male professors involved in the story. So what if the storyline includes a 'wicked witch of the west' in the form of Angela (Barbara Mamabolo), provided that she plays the part with some conviction. We appreciated the friendship depicted between the two room-mates, with one having a financially challenged upbringing by a loving single Mum, and the other having every material advantage but receiving little parental time and affection. Is it any wonder that Ditz felt the way she did about Holly's Mum? Is it surprising that Grant should take an immediate interest in Holly, considering the manner of their initial meeting, Holly's dazzling smiles and her lively self-possession? I think these issues and the events are believable enough, but it is necessary to pretend that the scholarship and other circumstances are realistic in order for the tale to have a setting.<br /><br />My wife and I are greatly blessed by not having any significant musical education. This enables us to enjoy the sounds produced by instruments and voices without having our critical faculties intruding unduly on our listening, and thus spoiling the experience. We enjoyed both the classical pieces and the pop, which came over well on the TV, and we weren't struck by any lack of talent. Also, it mattered not that Holly's classical vocals were dubbed by someone else.<br /><br />We enjoyed the movie enough to look for a DVD. The average delivered price we have paid per disk for the movies in our collection currently stands at £4.9484 (rounded to four decimal places). Brave New Girl was available from a trusted supplier on the Amazon Marketplace for £1.3516 (rounded to four decimal places) above this figure. Such a purchase would increase the average. Why I should resent this is a mystery to me, but it is a testimony to our enjoyment of this film that we placed an order anyway. I have awarded this film 7 IMDb stars out of ten, having docked one for overenthusiastic reception of the performances by the audiences, one for Britney advertising and one for something else I can't remember right now. (In case it hasn't tumbled, this review is an anthem in celebration of the use of brackets!)",positive
"1 out of 10.<br /><br />This is the kind of movie that you cant believe you just wasted 2 hours of your life as you see the credits role. I honestly think I could make a better Vampire movie.... and I know nothing. The only thing that does not just suck (harder than a Vampire) is Jason Scott Lee.... his character is at least a little bit cool, has some mystery, and kicks a little butt.",negative
"Universal Studios version of ""Flipper"" (1996) is a great heartwarming film for the entire family with good values and sentimentality. It is the story of Sandy Ricks, a teenager from Chicago who reluctantly spends his vacation with his Uncle Porter Ricks in the Bahamas. This ultimately changes the teenagers life and he grows up in the process. He learns to appreciate nature and to have a respect for the environment. I grew up in the 1960's and the NBC television show ""Flipper"" was my favorite childhood show. Elijah Wood is perfectly cast as a 1990's Sandy Ricks and gives an excellent performance. As much as I liked the NBC television show and MGM theatrical feature films with Luke Halpin as Sandy in the 1960's I liked this feature the best! I feel Elijah Wood is the best Sandy Ricks. With respect to Luke Halpin I feel Elijah Wood has more of a range of acting talent and emotes more as an actor which makes his performance excellent and more believable. I think Elijah Wood is the best young actor working today in films. Director Alan Shapiro also wrote the screenplay and has done an excellent job as both writer and director of this film. Paul Hogan gives a comical and likable performance as Sandy's Uncle Porter Ricks. Mr. Hogan's performance perfectly offsets Elijah's role as Sandy. I am a big fan of underwater films. This film was beautifully shot in the Bahamas like ""Thunderball"" (1965 UA) was. The director of photography was Bill Butler A.S.C. who lensed the film ""Jaws"" in 1975. Mr. Butler is a very talented cinematographer. The underwater director of photography was Pete Romano. He did a superb job with the underwater cinematography. I enjoyed the film score by Joel McNeely. This good film score featured Crosby, Stills and Nash among other talented artists. This motion picture was shot in Panavision like ""Thunderball"" in the aspect ratio of 2.35:1 If possible try to see this film in a scope version as originally framed and visioned by Alan Shapiro and Bill Butler. Another very nice thing is that Mr. Shapiro gave the ""original"" Sandy Ricks (Luke Halpin) a small part in this remake. He portrayed Bounty Fisherman #3 in this film. This was a very kind gesture on Mr. Shapiro's part! As you can tell I am a real true fan of this film. Sadly this beautiful film was met with harsh words by the majority of movie critics. I originally saw this movie on my birthday, May 31st of 1996 in a movie theater. It meant a lot to me. I have it on numerous video versions. The VHS versions are in ""pan and scan"". The laserdisc version is ""letterboxed"" 2.35:1! I even have a VCD in 2.35:1 from Hong Kong which is ""letterboxed"". But my most prized possession is an ""original"" 16mm theatrical feature print which I will treasure for the rest of my life! Thank you Mr. Shapiro, Elijah Wood, Paul Hogan and everyone involved for making this a memorable movie for me to enjoy!<br /><br />P.S. I must add that the quality of the Universal DVD is superb! It is the best DVD as far as quality I have ever seen. The color and resolution is spectacular. The soundtrack is great. I think Universal must have used the same transfer for the DVD that they did for the laserdisc version. The 35mm scope print is ""mint"" and Alan's film really has a wonderful look to it. A great tribute to a wonderful film! The DVD's resolution is even superior to the laserdisc quality! It's just spectacular! Thank you Universal Home Video for the great quality control and transfer. Many thank's for doing a superb job on this wonderful family film. Also many thank's to you Alan for all your extreme kindness to me!!! It's a real honor to know you!!! (Review Revised/Updated June 27, 2005)",positive
"1st watched 2/2/2003 - 4 out of 10(Dir-Jim Kammerud & Brian Smith): Drab and un-spectacular supposed sequel to the original classic animated `101 Dalmatians.' Yes, the movie continues where it ended in the first one, but the problem is that it plays out much like the original. One of the great things about the original was the pacing of the story, which this one doesn't have. The animation is also very un-spectacular for Disney and all we get is the same characters going thru the same kind of story all over again. When is Disney going to stop boring us with sequels and re-do's etc.. etc. Probably when we stop renting or buying this mediocre fare that they have put out.",negative
"It's a strange feeling to sit alone in a theater occupied by parents and their rollicking kids. I felt like instead of a movie ticket, I should have been given a NAMBLA membership.<br /><br />Based upon Thomas Rockwell's respected Book, How To Eat Fried Worms starts like any children's story: moving to a new town. The new kid, fifth grader Billy Forrester was once popular, but has to start anew. Making friends is never easy, especially when the only prospect is Poindexter Adam. Or Erica, who at 4 1/2 feet, is a giant.<br /><br />Further complicating things is Joe the bully. His freckled face and sleeveless shirts are daunting. He antagonizes kids with the Death Ring: a Crackerjack ring that is rumored to kill you if you're punched with it. But not immediately. No, the death ring unleashes a poison that kills you in the eight grade.<br /><br />Joe and his axis of evil welcome Billy by smuggling a handful of slimy worms into his thermos. Once discovered, Billy plays it cool, swearing that he eats worms all the time. Then he throws them at Joe's face. Ewww! To win them over, Billy reluctantly bets that he can eat 10 worms. Fried, boiled, marinated in hot sauce, squashed and spread on a peanut butter sandwich. Each meal is dubbed an exotic name like the ""Radioactive Slime Delight,"" in which the kids finally live out their dream of microwaving a living organism.<br /><br />If you've ever met me, you'll know that I have an uncontrollably hearty laugh. I felt like a creep erupting at a toddler whining that his ""dilly dick"" hurts. But Fried Worms is wonderfully disgusting. Like a G-rated Farrelly brothers film, it is both vomitous and delightful.<br /><br />Writer/director Bob Dolman is also a savvy storyteller. To raise the stakes the worms must be consumed by 7 pm. In addition Billy holds a dark secret: he has an ultra-sensitive stomach.<br /><br />Dolman also has a keen sense of perspective. With such accuracy, he draws on children's insecurities and tendency to exaggerate mundane dilemmas.<br /><br />If you were to hyperbolize this movie the way kids do their quandaries, you will see that it is essentially about war. Freedom-fighter and freedom-hater use pubescent boys as pawns in proxy wars, only to learn a valuable lesson in unity. International leaders can learn a thing or two about global peacekeeping from Fried Worms.<br /><br />At the end of the film, I was comforted when two chaperoning mothers behind me, looked at each other with befuddlement and agreed, ""That was a great movie."" Great, now I won't have to register myself in any lawful databases.",positive
"Noel Coward,a witty and urbane man,was friends with Louis Mountbatten.Mr Coward,a long-time admirer of all things naval,was commissioned to write a story loosely based on the loss of Mountbatten's ship.In a peculiarly British way it was considered that a film about the Royal Navy losing an encounter at sea would be good propaganda.It was also considered a good idea to have Mr Coward play the part of the ship's captain.Amang the many qualities needed to command a fighting ship,the ability to speak in a very clipped voice and sing sophisticated ""point"" songs does not come very high up the list at Admiralty House,or at least one would hope not.A captain must earn and retain the respect of the wardroom and the lower deck alike. Mr Coward might have had the respect of the gentlemen of the chorus at Drury Lane and Binkie Beaumont might have been terrified of him but his ability to tame,mould and direct a ship's crew in wartime must be brought into question.He folds himself languorously around the bridge,patronising the other ranks and barking orders at the officers,he only needed a silk dressing gown and a cigarette holder to seem right at home. Much is made of the ""warship as a microcosm of British Society""theme,and the crew largely comprises of the usual cheery cockneys,canny northerners etc.without whom no war can be fought.They spend most of their time on board smoking,moaning about Lord Haw Haw and getting blown up. Never mind,there's plenty more where they came from.Once ashore they go straight to the pub where they spend most of their time smoking,moaning about Lord Haw Haw and getting blown up .By contrast Mr Coward lives in a dream cottage with a rose covered door somewhere very quiet with very little chance of getting blown up.He,his lady wife and their two rosy cheeked cherubs converse in ludicrously convoluted tones and said lady wife spends much of her time knitting things for the poor unfortunates who comprise his crew and who she refers to by their surnames.That nice young master Johnny Mills has a prominent role as a completely unbelievable lower deck type who worships Mr Coward in much the same way as a thrashed dog will worship its master.He marries his girlfriend after kissing her on the cheek,presumably on the grounds that she might be pregnant after such unfettered passion. So yes,we do have a microcosm of British society here,but perhaps not in the way the makers of ""In which we serve"" intended. At the end Mr Coward gets one last chance to patronise his men as the few survivors shuffle past him,""Goodbye Edwards,it was a privilege to sail with you""he enunciates as if he was reciting ""How now brown cow"". It may have been David Lean's feature debut,but the hand of Noel Coward looms large right across this picture.He was a funny and clever man,better suited to writing waspish plays about poor little rich girls and boys interspersed with the occasional wry song.He had a talent to amuse,no doubt,but he could neither write nor speak convincing dialogue. Being Noel Coward was a full-time job,he had no time to be a real person.",negative
"This film may have been the biggest let-down I've experienced in renting movies based on IMDb reviews. Overall, I simply found this to be a second-rate movie.<br /><br />Leslie Cheung is certainly passable as the antihero and Ma Wu handles his character with cheerful competence. On the other hand, Ma Wu's makeup (facial hair) is so obviously phony that I simply could not take him seriously. He looked like an overweight teenager dressed up for Halloween, complete with the $4.95 stick-on beard.<br /><br />The special effects were so-so, though the ""undead"" in the cellar were pretty good. The tree-tongue looked like something from a bad 1950s monster flick, though the POV shots from the tongue's view more closely resembled Sam Raimi's trademark shots in the more recent ""Evil Dead"" trilogy. The pyrotechnics were ho-hum and the final battle is about as dull as you can get. (In fact, it most closely reminded me of the ""Lost in Space"" episode where the Robinsons are caught in a sandstorm and....) <br /><br />The plot was not particularly original and has been told countless times in the form of European fairy tales. There was no suspense and no plot twists. In fact, you know right away as you are introduced to the characters who is good, who is bad, and who is going to survive.<br /><br />I just returned this film to Netflix and then I sat down to write this review. The very first thing I did was check the production date. Yep, it says 1987...not the 1967 that I thought it might be. And that pretty much sums it up: The production values and FX are typical of the 1960s. The plot and action seem much older, as Hollywood was actually producing some interesting and challenging films in the 60s.<br /><br />** out of *****",negative
"I love watching early colour films - you mean those 40s clothes weren't all grey? <br /><br />Margaret Rutherford dominates this movie. Her ""eccentric"" garb is actually rather attractive and yes, she has an amazing hourglass figure. But I feel she was given her head rather too much. She probably developed this characterisation over many performances, and nobody told her ""If it gets a laugh, leave it out."" She does too much deranged fooling about when she's supposed to be surprisingly down to earth. The Madame Arcati joke is that mediums were usually portrayed as wispy females in long drapery. Arcati behaves like a retired headmistress (We'll really put our backs into it!). The contrast between her breezy, commonplace manner and her wacky beliefs isn't really brought out.<br /><br />Just because all the actors are English (apart from Cummings), the Americans feel they have to use the words ""Brit"", ""stiff"", ""lip"" and ""upper"". Oh, give it a rest! The three main characters lose their tempers constantly and make risqué remarks (Did he make love to you? Yes, but very discreetly - he was in the cavalry!).",negative
This movie I watched back in 1981 when it came out. Although I missed the first part of the movie what I did see was great. this movie is hard to find but if found you must see. The acting is great. very believable sad movie. If I ever find me a copy I definitely will buy me a copy to treasure.,positive
"Why such a generic title? Santa Claus??? So bland and unpredictable. Movies before that tried to cash in on the holiday spirit, most notably 'Santa Claus Conquers the Martians', at least was entertaining to watch because of the campiness to it, and all the stock footage being used... for some reason, that seemed happy to me. But this movie just screws Christmas in the butt, and screws the joy of all the kids. Santa lives in space? His enemy is a devil named Pitch? Santa gets help from Merlin the Magician? How random is this!? Well, since it was made in Mexico then some of you might understand the way of how the film was made. I had to admit some of the effects were just wacky for the time. It was a all-out cluster of madness! Though, despite all the troubles with the movie, it still feels like a Christmas movie. Good conquers evil, and Christmas still plays a part of our hearts of every good girl or boy in the world, or possibly universe, thanks to Santa Claus Conquers the Martians.. apparently. So, I think you should give it a try, even if it is one of the worst holiday movies of all time... though it should put a smile on your face any day.",negative
"LE GRAND VOYAGE is a gentle miracle of a film, a work made more profound because of its understated script by writer/director Ismaël Ferroukhi who allows the natural scenery of this 'road trip' story and the sophisticated acting of the stars Nicolas Cazalé and Mohamed Majd to carry the emotional impact of the film. Ferroukhi's vision is very capably enhanced by the cinematography of Katell Djian (a sensitive mixture of travelogue vistas of horizons and tightly photographed duets between characters) and the musical score by Fowzi Guerdjou who manages to maintain some beautiful themes throughout the film while paying homage to the many local musical variations from the numerous countries the film surveys. <br /><br />Reda (Nicolas Cazalé) lives with his Muslim family in Southern France, a young student with a Western girlfriend who does not seem to be following the religious direction of his heritage. His elderly father (Mohamed Majd) has decided his time has come to make his Hadj to Mecca, and being unable to drive, requests the reluctant Reda to forsake his personal needs to drive him to his ultimate religious obligation. The two set out in a fragile automobile to travel through France, into Italy, and on through Bulgaria, Croatia, Slovenia, and Turkey to Saudi Arabia. Along the trip Reda pleads with his father to visit some of the interesting sights, but his father remains focused on the purpose of the journey and Reda is irritably left to struggle with his father's demands. On their pilgrimage they encounter an old woman (Ghina Ognianova) who attaches herself to the two men and must eventually be deserted by Reda, a Turkish man Mustapha (Jacky Nercessian) who promises to guide the father/son duo but instead brings about a schism by getting Reda drunk in a bar and disappearing, and countless border patrol guards and custom agents who delay their progress for various reasons. Tensions between father and son mount: Reda cannot understand the importance of this pilgrimage so fraught with trials and mishaps, and the father cannot comprehend Reda's insensitivity to the father's religious beliefs and needs. At last they reach Mecca where they are surrounded by hoards of pilgrims from all around the world and the sensation of trip's significance is overwhelming to Reda. The manner in which the story comes to a close is touching and rich with meaning. It has taken a religious pilgrimage to restore the gap between youth and old age, between son and father, and between defiance and acceptance of religious values. <br /><br />The visual impact of this film is extraordinary - all the more so because it feels as though the camera just 'happens' to catch the beauty of the many stopping points along the way without the need to enhance them with special effects. Nicolas Cazalé is a superb actor (be sure to see his most recent and currently showing film 'The Grocer's Son') and it is his carefully nuanced role that brings the magic to this film. Another fine film from The Film Movement, this is a tender story brilliantly told. Highly recommended. <br /><br />Grady Harp",positive
"A fine line up of actors and a seemingly nice plot -- though not original -- promised me a nice evening in front of the TV. I was disappointed. The actors delivered up to standard (Juliette Lewis cuddly as ever; William Hurt solid but in the background; Shelley Duvall convincing as ever) but the story was too thin to keep me engaged to the story and, the twist to the finale was too obvious and too late; there was only one character who was nice to he girl, so guess what?! Then the final after-twist I do not know what to think of that. The boyfriend and the neighbor? Contract with the Devil, or just to get her to move in? What! The film had a nice idea behind it, but the idea was not worked out in detail. It could have been good, but it was not. Too many loose ends to tie up, Columbo would say.",negative
"I knew that 'Evening' was a girlie film, so I was expecting to be bored. A wicked tease on IMDb had said that it was a 'chick flick' but that your companion would survive.<br /><br />Survive? Yes. I am still here, but when the two of us came out we were amazed to find that it had only lasted two hours - it seemed a much longer evening than that! I suppose that, for Yanks, it is supposed to be elevating or fascinating because it is about rich people living on the beach - well, next to the beach, in a house with a wide verandah and a lawn but no apparent lawnmower. If that sort of thing impresses you it might seem quite a short film.<br /><br />There's a Monty Python film about a Knight who just won't die. He ends up a wriggling (why do Yanks add an third syllable to this word I wonder) torso in the road still shouting threats at his nemesis. This film is also about a sort of living dead. Vanessa Redgrave (inappropriate name for the grave dodger shown here) goes on and on dying whilst having inappropriate guilt. She's not worried about having been a wide-eyed, breathless bimbo, but imagines herself a murderess.<br /><br />Obviously, being a girlie film, there's a chap who is supposed to be the Mr Darcy/Heathcliff character. I'm not a woofter, so I can't claim to be a good judge of such things, but the tedious wimp who is wheeled out for this role seems only to have the title of servant in his favour. He's a bloodless cypher.<br /><br />As you might gather, the main characters aren't much cop, but the minor ones manage, amazingly to be much worse. There's a fellow whose only job is to react to the news that his girlfriend is preggers. Fair enough, but it isn't the role of Hamlet - why ham it up so badly? Forgetting that it was a girlie film, I thought he was going to be thrown out because any decent girl-friend would have told him that face-fungus didn't flatter him, but then I realised that she must have encouraged him to grow a 'beard' because he looked worse without it.<br /><br />I kept awake by noticing which actors and actresses had their earlobes attached or free and noting interesting bits of scenery - if you're dragged along to it, see if you can spot the stuffed buffalo head, just the sort of thing you'd expect in a beach cottage.<br /><br />Apart from the obligatory wedding, there is only one piece of action. You'd have thought that they'd have got it right. Sadly, though, the hit and run accident is carried out by a car that couldn't be there. When the accident is discovered the cast wander about shouting for a character that they can't know is nearby (but we do as the audience). If they don't have any clue that the person is within a couple of miles of the place, then why do they wander about aimlessly shouting for him? I suppose that the director's excuse is that it is supposed to be a half-remembered dream sequence...<br /><br />Another scenery item that caught my attention was a copper bottomed saucepan. I didn't think that the technology to do this was developed until the fifties.",negative
"Why should you watch this? There are certainly no reasons why you shouldn't watch it! Superbly and amusingly directed by Albert and David Maysles, Grey Gardens was originally intended to be a film on the gentrification of East Hampton, but it turned out to the brothers that it would be more interesting to produce a study on the eccentric life of the two Edith Bouvier Beales, the aunt and cousin of Jacqueline Kennedy Onassis. Their life was certainly an amusing one (Edith spent most of her day in bed singing operas, Edie performing pirouettes and majorette dances with their many cats, one was named Ted Z. Kennedy) The film is interesting because it is both funny and sad - Edith died shortly after the film was released (in February 1977) aged 82 after experiencing some of the fame that she and Edie received after the film (she danced and sang in a nightclub Edie Beale Jr was born in 1925 and is still living in Miami Beach.This film is both engaging and spellbounding.",positive
"Originally I rented this film for my daughter since she is keen on soccer - and I was not disappointed that way (except the plot interfered with the soccer scenes). As a dad I suppose I was a little surprised at the introduction of the topic of lesbianism - but I have to admit that as a parent these issues are completely available to children nowadays (as uncomfortable as I feel with the topic). In a way this emotion was a segue right into the main premise of the film - that at some age you must trust your children to make their own choices. This dilemma is introduced by a young British-born teen girl - Jasminder (Jess) - of east-Indian heritage who dreams of playing professional soccer. The pending marriage of her older sister in a traditional Hindu marriage provides many rich opportunities for her to explore (in a nice way) her hopes and fears for her future. <br /><br />The multi-cultural challenge was a very interesting technique to explore Jess's frustration with her parents expectations for her - again no different in substance than most child-parent relationships. <br /><br />In SUMMARY, the soccer scenes are GREAT (lots to learn in slowmo) and while I didn't need the storyline - something was needed to keep the movie going.",positive
"I borrowed this on DVD from a friend the other day. I didn't really know what to expect. I haven't seen a lot of Russian movies, and i don't think i've ever seen a Russian war movie. Maybe that made me expect something different, something more along the line of an imagined Russian mentality. But whatever those expectations came from, they were put to shame as this is a quite ordinary war movie.<br /><br />The whole formula of following a few young people from their recruitment, through training, to deployment and through some battles, is well known. We have seen it done both many years ago, as well as more recently (as with Jarhead). Sure, there's a difference here because the movie is about Russian soldiers instead of Americans as is almost always the case. But in general this could just as easily have been a Vietnam-movie. I guess that just underscores my feeling that Afghanistan was the Soviet unions Vietnam. A country that should have been a pushover for a superpower made the war drag on for years with terrible loss of life both for soldiers and civilians.<br /><br />The good points in this movie i felt were good photography (there are some beautiful ambiance shots) and decent effects for what i guess must have been a rather low budget movie. What made me disappointed is mostly the story itself. It just doesn't manage to stir any emotion in me. Mostly because the character development is lousy. And to really feel something when people are gunned down you have to make them people, not just faceless cardboard cutouts. They fail to do that in this movie. Also it's overly long, and that seems to a kind of trend lately. In my opinion a movie that's more than two hours long has to have a lot to offer, and this movie doesn't cut it. Also there is a disturbing music that's put like a wet blanket over every scene. Especially in the action scenes this is highly disturbing, not that you need action-music but something more than just slow keyboard-music would be nice. Otherwise the production values were good enough, that was not where the problem was.<br /><br />I don't know how to view this movie. As a reminder of the fact that no matter where you are, war sucks? That Russian film-makers have already watched too many American war-movies to make something original? Regardless of which, this movie is rather clichéd, lacks in spirit and while it has acceptable technical qualities, it lacks in script and character development. In the end it just becomes another of all those war-movies that fails to make you think, and fails to add something to the genre. I've seen a lot worse, but a lot better too. I rate this 4/10.",negative
